craft_id,craft_name,category,material_cost,labor_hours,weight_kg,is_gi_tagged,complexity_score,artisan_experience_years,texture_roughness_index,organic_dye_purity,is_genuine_handmade,sample_dialect_phrase,protected_artisan_wage,fair_market_price
SIH-CRAFT-0645,Varanasi Silk Handloom,Handloom Silk,2138.35,35.6,0.94,1,3,35,0.78,0.842,1,बनारसी कतान सिल्क,8926.6,15410.18
SIH-CRAFT-0646,Saharanpur Wood Carving,Wood Carving,1115.96,16.3,2.23,1,2,21,0.764,0.789,1,हाथ से तराशा बॉक्स,3395.7,6563.24
SIH-CRAFT-0647,Kolhapuri Chappal & Leather,Leather Craft,786.71,9.9,1.19,1,4,21,0.704,0.911,1,प्राकृतिक चमड़ा,2374.2,4739.73
SIH-CRAFT-0648,Kutch Bandhani & Ajrakh,Bandhani,769.74,7.4,0.35,1,3,36,0.976,0.719,1,प्राकृतिक नील रंग,2064.4,4298.59
SIH-CRAFT-0649,Kutch Bandhani & Ajrakh,Bandhani,627.57,20.6,0.49,1,4,32,0.884,0.919,1,कच्छी बंधेज दुपट्टा,4970.8,8030.3
SIH-CRAFT-0650,Varanasi Silk Handloom,Handloom Silk,1778.07,40.4,0.43,1,4,40,0.75,0.862,1,जरी पल्लू,10619.2,17208.81
SIH-CRAFT-0651,Varanasi Silk Handloom,Handloom Silk,905.63,27.6,1.16,1,5,33,0.691,0.893,1,हाथ का ताना-बाना,7671.0,12050.95
SIH-CRAFT-0652,Kutch Bandhani & Ajrakh,Bandhani,1025.43,16.3,0.22,1,3,34,0.978,0.719,1,प्राकृतिक नील रंग,3867.8,7078.36
SIH-CRAFT-0653,Saharanpur Wood Carving,Wood Carving,965.57,26.8,3.12,1,5,10,0.773,0.913,1,शीशम की लकड़ी की जाली,6180.0,10119.02
SIH-CRAFT-0654,Moradabad Brassware,Brass Craft,670.21,14.4,5.45,1,3,25,0.704,0.779,1,ब्रास पूजा थाली,3341.4,5888.17
SIH-CRAFT-0655,Saharanpur Wood Carving,Wood Carving,691.66,21.3,1.08,1,3,14,0.902,0.874,1,शीशम की लकड़ी की जाली,4491.3,7469.5
SIH-CRAFT-0656,Kolhapuri Chappal & Leather,Leather Craft,539.73,14.3,1.04,1,3,26,0.682,0.868,1,कोल्हापुरी हाथ की चप्पल,3192.8,5511.42
SIH-CRAFT-0657,Gorakhpur Terracotta,Terracotta,234.43,11.6,1.74,1,2,9,0.722,0.846,1,टेराकोटा सुराही,2269.4,3852.67
SIH-CRAFT-0658,Kolhapuri Chappal & Leather,Leather Craft,848.85,10.8,0.83,1,1,29,0.802,0.722,1,कोल्हापुरी हाथ की चप्पल,2292.6,4713.46
SIH-CRAFT-0659,Gorakhpur Terracotta,Terracotta,243.47,7.0,2.95,1,3,14,0.884,0.708,1,माटी का घड़ा,1582.0,2936.88
SIH-CRAFT-0660,Varanasi Silk Handloom,Handloom Silk,2496.76,46.3,0.65,1,3,11,0.974,0.823,1,बनारसी कतान सिल्क,11091.8,18817.06
SIH-CRAFT-0661,Jaipur Blue Pottery,Blue Pottery,616.34,12.0,1.03,1,2,35,0.846,0.836,1,क्वार्ट्ज प्लेट,3033.0,5399.11
SIH-CRAFT-0662,Gorakhpur Terracotta,Terracotta,350.28,11.3,2.85,1,2,40,0.947,0.754,1,हाथ से बनी मटकी,2679.2,4562.3
SIH-CRAFT-0663,Gorakhpur Terracotta,Terracotta,403.76,13.4,3.35,1,3,25,0.703,0.845,1,टेराकोटा सुराही,3001.4,5069.47
SIH-CRAFT-0664,Kolhapuri Chappal & Leather,Leather Craft,409.46,11.4,0.41,1,2,15,0.968,0.75,1,हाथ की सिलाई,2322.6,4160.78
SIH-CRAFT-0665,Gorakhpur Terracotta,Terracotta,71.84,0.8,2.01,0,2,2,0.344,0.115,0,माटी का घड़ा,44.16,158.05
SIH-CRAFT-0666,Mithila Madhubani Painting,Madhubani,789.72,19.9,0.46,1,4,10,0.901,0.791,1,पेड़ और मोर,4587.7,7732.02
SIH-CRAFT-0667,Jaipur Blue Pottery,Blue Pottery,622.7,11.1,1.23,1,2,8,0.758,0.734,1,क्वार्ट्ज प्लेट,2439.9,4607.01
SIH-CRAFT-0668,Bastar Dhokra Bell Metal,Dhokra Art,843.21,31.5,2.0,1,5,29,0.746,0.948,1,ढोकरा आदिवासी मूर्ति,8310.0,12829.33
SIH-CRAFT-0669,Jaipur Blue Pottery,Blue Pottery,316.54,2.9,1.41,0,1,5,0.272,0.087,0,क्वार्ट्ज प्लेट,171.39,696.39
SIH-CRAFT-0670,Kolhapuri Chappal & Leather,Leather Craft,401.0,6.6,0.72,1,1,13,0.671,0.983,1,प्राकृतिक चमड़ा,1330.2,2809.62
SIH-CRAFT-0671,Varanasi Silk Handloom,Handloom Silk,3178.52,21.4,1.07,1,5,34,0.742,0.907,1,हाथ का ताना-बाना,6074.0,12963.4
SIH-CRAFT-0672,Kutch Bandhani & Ajrakh,Bandhani,833.34,21.2,0.89,1,4,20,0.699,0.832,1,कच्छी बंधेज दुपट्टा,4921.6,8241.67
SIH-CRAFT-0673,Moradabad Brassware,Brass Craft,876.99,26.8,1.63,1,2,7,0.814,0.708,1,पीतल का नक्काशीदार दीया,5304.2,8817.11
SIH-CRAFT-0674,Kutch Bandhani & Ajrakh,Bandhani,561.56,10.8,0.64,1,2,36,0.903,0.93,1,कच्छी बंधेज दुपट्टा,2635.2,4788.13
SIH-CRAFT-0675,Moradabad Brassware,Brass Craft,1188.3,13.2,3.05,1,2,5,0.977,0.955,1,पीतल का नक्काशीदार दीया,2635.8,5635.03
SIH-CRAFT-0676,Kutch Bandhani & Ajrakh,Bandhani,982.3,13.1,0.23,1,2,38,0.868,0.926,1,प्राकृतिक नील रंग,3111.4,5998.99
SIH-CRAFT-0677,Mithila Madhubani Painting,Madhubani,323.97,28.0,0.44,1,3,39,0.873,0.891,1,पेड़ और मोर,6493.0,9675.41
SIH-CRAFT-0678,Bastar Dhokra Bell Metal,Dhokra Art,671.94,11.2,1.51,1,5,27,0.854,0.802,1,मोम की ढलाई कला,3205.0,5706.37
SIH-CRAFT-0679,Saharanpur Wood Carving,Wood Carving,990.46,9.1,2.16,1,2,24,0.776,0.824,1,हाथ से तराशा बॉक्स,2079.9,4617.49
SIH-CRAFT-0680,Kutch Bandhani & Ajrakh,Bandhani,828.99,10.0,0.65,1,4,8,0.95,0.719,1,अजरख ब्लॉक प्रिंट,2300.0,4696.64
SIH-CRAFT-0681,Jaipur Blue Pottery,Blue Pottery,360.84,10.6,1.61,1,5,39,0.82,0.822,1,नीली मिट्टी का फूलदान,3182.0,5255.33
SIH-CRAFT-0682,Bastar Dhokra Bell Metal,Dhokra Art,1584.34,18.3,1.85,1,5,9,0.917,0.729,1,बेल मेटल बैल,4710.0,8969.86
SIH-CRAFT-0683,Varanasi Silk Handloom,Handloom Silk,2056.37,49.7,0.67,1,5,22,0.77,0.826,1,जरी पल्लू,13252.0,21138.8
SIH-CRAFT-0684,Jaipur Blue Pottery,Blue Pottery,644.71,10.0,0.7,1,5,17,0.856,0.978,1,हस्तशिल्प जार,2705.0,4994.61
SIH-CRAFT-0685,Zari Zardozi Embroidery,Zari Embroidery,803.68,11.7,0.86,0,5,30,0.719,0.931,1,मखमली सूट पीस,3082.5,5246.34
SIH-CRAFT-0686,Moradabad Brassware,Brass Craft,959.89,21.3,2.91,1,5,28,0.733,0.849,1,हाथ की ढलाई,5319.0,8949.0
SIH-CRAFT-0687,Kolhapuri Chappal & Leather,Leather Craft,361.16,12.7,1.09,1,4,16,0.868,0.939,1,प्राकृतिक चमड़ा,2881.6,4850.23
SIH-CRAFT-0688,Moradabad Brassware,Brass Craft,495.71,3.0,4.96,0,2,4,0.354,0.071,0,पीतल का नक्काशीदार दीया,174.6,1090.56
SIH-CRAFT-0689,Saharanpur Wood Carving,Wood Carving,640.37,23.9,3.63,1,5,29,0.755,0.941,1,शीशम की लकड़ी की जाली,5812.5,9183.87
SIH-CRAFT-0690,Varanasi Silk Handloom,Handloom Silk,1513.95,28.6,0.53,1,5,18,0.784,0.733,1,शुद्ध रेशमी साड़ी,7706.0,12919.43
SIH-CRAFT-0691,Gorakhpur Terracotta,Terracotta,398.17,8.1,2.18,1,4,30,0.863,0.711,1,टेराकोटा सुराही,2134.8,3892.01
SIH-CRAFT-0692,Moradabad Brassware,Brass Craft,910.08,24.1,4.46,1,3,5,0.968,0.841,1,पीतल का नक्काशीदार दीया,5039.6,8504.57
SIH-CRAFT-0693,Gorakhpur Terracotta,Terracotta,70.07,1.4,3.1,0,2,2,0.335,0.36,0,धूपदानी,77.28,154.15
SIH-CRAFT-0694,Mithila Madhubani Painting,Madhubani,564.04,22.0,0.18,1,5,40,0.963,0.97,1,प्राकृतिक रंग चित्र,5770.0,9023.45
SIH-CRAFT-0695,Bastar Dhokra Bell Metal,Dhokra Art,304.75,1.9,2.98,0,2,4,0.358,0.332,0,बेल मेटल बैल,121.98,670.45
SIH-CRAFT-0696,Varanasi Silk Handloom,Handloom Silk,560.57,3.1,0.57,0,2,3,0.243,0.352,0,बनारसी कतान सिल्क,208.32,1233.25
SIH-CRAFT-0697,Bastar Dhokra Bell Metal,Dhokra Art,1269.58,12.5,2.27,1,4,18,0.968,0.955,1,ढोकरा आदिवासी मूर्ति,3245.0,6567.18
SIH-CRAFT-0698,Saharanpur Wood Carving,Wood Carving,767.74,13.4,3.19,1,2,6,0.878,0.929,1,शीशम की लकड़ी की जाली,2622.6,5049.46
SIH-CRAFT-0699,Moradabad Brassware,Brass Craft,971.12,27.2,3.13,1,2,37,0.936,0.949,1,ब्रास पूजा थाली,5831.8,9656.44
SIH-CRAFT-0700,Gorakhpur Terracotta,Terracotta,107.16,2.1,1.27,0,1,1,0.204,0.351,0,टेराकोटा सुराही,108.36,235.75
SIH-CRAFT-0701,Bastar Dhokra Bell Metal,Dhokra Art,1467.41,26.9,1.9,1,3,20,0.936,0.939,1,मोम की ढलाई कला,6379.4,11065.69
SIH-CRAFT-0702,Bastar Dhokra Bell Metal,Dhokra Art,1519.15,17.3,1.94,1,3,13,0.88,0.847,1,मोम की ढलाई कला,4104.8,8064.83
SIH-CRAFT-0703,Kutch Bandhani & Ajrakh,Bandhani,950.74,17.8,0.52,1,2,6,0.862,0.753,1,अजरख ब्लॉक प्रिंट,3543.2,6539.32
SIH-CRAFT-0704,Mithila Madhubani Painting,Madhubani,360.04,16.6,0.5,1,3,13,0.732,0.907,1,गोबर लीपा कैनवास,3697.6,5950.31
SIH-CRAFT-0705,Zari Zardozi Embroidery,Zari Embroidery,1282.27,18.0,0.63,0,3,19,0.707,0.872,1,सच्ची जरी कढ़ाई,3903.0,7000.11
SIH-CRAFT-0706,Moradabad Brassware,Brass Craft,1097.4,11.6,5.44,1,3,4,0.963,0.968,1,हाथ की ढलाई,2449.6,5260.95
SIH-CRAFT-0707,Zari Zardozi Embroidery,Zari Embroidery,1402.19,34.4,0.44,0,3,6,0.782,0.824,1,सच्ची जरी कढ़ाई,7004.4,11348.9
SIH-CRAFT-0708,Mithila Madhubani Painting,Madhubani,452.36,34.5,0.18,1,5,36,0.794,0.967,1,पेड़ और मोर,8647.5,12757.31
SIH-CRAFT-0709,Bastar Dhokra Bell Metal,Dhokra Art,1284.92,14.2,3.13,1,4,21,0.896,0.811,1,मोम की ढलाई कला,3694.6,7194.85
SIH-CRAFT-0710,Varanasi Silk Handloom,Handloom Silk,3188.98,28.5,0.94,1,4,14,0.785,0.742,1,हाथ का ताना-बाना,7278.0,14602.92
SIH-CRAFT-0711,Moradabad Brassware,Brass Craft,1141.17,13.0,4.12,1,5,8,0.653,0.739,1,ब्रास पूजा थाली,3110.0,6211.58
SIH-CRAFT-0712,Kutch Bandhani & Ajrakh,Bandhani,870.67,17.3,0.72,1,3,7,0.681,0.717,1,अजरख ब्लॉक प्रिंट,3668.8,6600.78
SIH-CRAFT-0713,Varanasi Silk Handloom,Handloom Silk,1714.89,42.7,0.94,1,5,5,0.652,0.846,1,जरी पल्लू,11177.0,17876.55
SIH-CRAFT-0714,Moradabad Brassware,Brass Craft,562.21,1.6,5.52,0,1,4,0.163,0.109,0,ब्रास पूजा थाली,87.36,1236.86
SIH-CRAFT-0715,Saharanpur Wood Carving,Wood Carving,212.77,2.0,2.76,0,1,2,0.141,0.065,0,शीशम की लकड़ी की जाली,106.2,468.09
SIH-CRAFT-0716,Bastar Dhokra Bell Metal,Dhokra Art,567.31,4.0,3.3,0,2,2,0.315,0.317,0,मोम की ढलाई कला,256.8,1248.08
SIH-CRAFT-0717,Kolhapuri Chappal & Leather,Leather Craft,885.6,8.5,1.2,1,2,38,0.932,0.891,1,प्राकृतिक चमड़ा,2134.0,4548.96
SIH-CRAFT-0718,Gorakhpur Terracotta,Terracotta,166.37,5.0,1.91,1,2,32,0.794,0.989,1,धूपदानी,1400.0,2587.1
SIH-CRAFT-0719,Gorakhpur Terracotta,Terracotta,446.65,9.2,1.87,1,1,12,0.691,0.727,1,हाथ से बनी मटकी,1762.4,3454.72
SIH-CRAFT-0720,Mithila Madhubani Painting,Madhubani,662.47,31.0,0.49,1,5,40,0.72,0.989,1,मिथिला पेंटिंग,7885.0,12011.58
SIH-CRAFT-0721,Kolhapuri Chappal & Leather,Leather Craft,458.34,15.1,0.6,1,4,9,0.943,0.708,1,हाथ की सिलाई,3275.8,5513.59
SIH-CRAFT-0722,Jaipur Blue Pottery,Blue Pottery,674.69,19.3,2.44,1,3,4,0.677,0.941,1,हस्तशिल्प जार,4325.3,7222.49
SIH-CRAFT-0723,Bastar Dhokra Bell Metal,Dhokra Art,1550.72,23.1,0.82,1,3,31,0.757,0.912,1,बेल मेटल बैल,5685.6,10241.53
SIH-CRAFT-0724,Zari Zardozi Embroidery,Zari Embroidery,1356.44,30.0,0.5,0,2,7,0.831,0.875,1,जरदोज़ी का काम,5775.0,9627.44
SIH-CRAFT-0725,Kutch Bandhani & Ajrakh,Bandhani,492.06,18.3,0.48,1,2,16,0.704,0.926,1,अजरख ब्लॉक प्रिंट,3790.2,6253.55
SIH-CRAFT-0726,Mithila Madhubani Painting,Madhubani,519.96,20.1,0.66,1,4,11,0.768,0.728,1,प्राकृतिक रंग चित्र,4647.3,7448.3
SIH-CRAFT-0727,Kolhapuri Chappal & Leather,Leather Craft,617.27,9.3,0.61,1,4,8,0.9,0.935,1,हाथ की सिलाई,2054.4,4079.25
SIH-CRAFT-0728,Mithila Madhubani Painting,Madhubani,484.31,9.1,0.34,1,4,17,0.864,0.907,1,पेड़ और मोर,2284.3,4210.12
SIH-CRAFT-0729,Kolhapuri Chappal & Leather,Leather Craft,664.81,8.2,0.75,1,4,22,0.699,0.737,1,प्राकृतिक चमड़ा,2035.6,4118.05
SIH-CRAFT-0730,Varanasi Silk Handloom,Handloom Silk,1579.61,18.1,0.46,1,3,35,0.686,0.823,1,बनारसी कतान सिल्क,4796.6,9080.38
SIH-CRAFT-0731,Bastar Dhokra Bell Metal,Dhokra Art,1125.33,15.6,1.49,1,3,35,0.655,0.915,1,मोम की ढलाई कला,4050.6,7460.01
SIH-CRAFT-0732,Mithila Madhubani Painting,Madhubani,713.6,9.3,0.39,1,5,22,0.754,0.91,1,पेड़ और मोर,2515.5,4831.78
SIH-CRAFT-0733,Zari Zardozi Embroidery,Zari Embroidery,808.4,33.0,0.87,0,3,14,0.676,0.985,1,सच्ची जरी कढ़ाई,6843.0,10329.39
SIH-CRAFT-0734,Jaipur Blue Pottery,Blue Pottery,359.85,11.5,0.63,1,5,32,0.878,0.952,1,हस्तशिल्प जार,3297.5,5409.92
SIH-CRAFT-0735,Zari Zardozi Embroidery,Zari Embroidery,767.94,30.3,0.73,0,5,22,0.679,0.739,1,जरदोज़ी का काम,7147.5,10685.84
SIH-CRAFT-0736,Jaipur Blue Pottery,Blue Pottery,732.82,8.6,0.66,1,5,12,0.864,0.826,1,हस्तशिल्प जार,2287.0,4549.26
SIH-CRAFT-0737,Kolhapuri Chappal & Leather,Leather Craft,530.55,10.1,0.78,1,1,10,0.705,0.744,1,हाथ की सिलाई,1887.2,3736.46
SIH-CRAFT-0738,Bastar Dhokra Bell Metal,Dhokra Art,407.46,4.3,2.38,0,1,2,0.299,0.342,0,ढोकरा आदिवासी मूर्ति,260.58,896.41
SIH-CRAFT-0739,Saharanpur Wood Carving,Wood Carving,1030.41,23.1,4.42,1,5,40,0.847,0.861,1,हाथ से तराशा बॉक्स,5797.5,9690.18
SIH-CRAFT-0740,Gorakhpur Terracotta,Terracotta,295.83,9.5,2.33,1,4,17,0.886,0.853,1,धूपदानी,2231.0,3883.72
SIH-CRAFT-0741,Zari Zardozi Embroidery,Zari Embroidery,516.69,32.3,0.59,0,5,10,0.813,0.972,1,सच्ची जरी कढ़ाई,7417.5,10711.16
SIH-CRAFT-0742,Bastar Dhokra Bell Metal,Dhokra Art,522.89,16.3,1.32,1,4,31,0.727,0.764,1,बेल मेटल बैल,4344.4,7043.34
SIH-CRAFT-0743,Saharanpur Wood Carving,Wood Carving,501.38,3.5,2.53,0,2,5,0.349,0.386,0,लकड़ी का झरोखा,198.45,1103.04
SIH-CRAFT-0744,Saharanpur Wood Carving,Wood Carving,1199.76,26.3,3.1,1,4,8,0.87,0.737,1,शीशम की लकड़ी की जाली,5721.9,9816.74
SIH-CRAFT-0745,Mithila Madhubani Painting,Madhubani,305.5,19.6,0.8,1,4,18,0.719,0.714,1,मिथिला पेंटिंग,4640.8,7150.01
SIH-CRAFT-0746,Saharanpur Wood Carving,Wood Carving,302.82,1.5,3.86,0,1,0,0.218,0.09,0,शीशम की लकड़ी की जाली,79.65,666.2
SIH-CRAFT-0747,Jaipur Blue Pottery,Blue Pottery,617.5,19.9,2.33,1,2,38,0.738,0.744,1,हस्तशिल्प जार,4729.1,7690.41
SIH-CRAFT-0748,Kolhapuri Chappal & Leather,Leather Craft,412.49,5.6,1.16,1,4,10,0.972,0.927,1,हाथ की सिलाई,1314.8,2804.34
SIH-CRAFT-0749,Jaipur Blue Pottery,Blue Pottery,373.08,7.5,1.99,1,3,26,0.702,0.785,1,क्वार्ट्ज प्लेट,2047.5,3740.28
SIH-CRAFT-0750,Kolhapuri Chappal & Leather,Leather Craft,872.3,6.7,0.69,1,2,10,0.93,0.827,1,प्राकृतिक चमड़ा,1382.8,3516.88
SIH-CRAFT-0751,Gorakhpur Terracotta,Terracotta,392.74,6.8,2.02,1,1,20,0.773,0.919,1,हाथ से बनी मटकी,1469.6,2986.66
SIH-CRAFT-0752,Varanasi Silk Handloom,Handloom Silk,2633.07,34.6,0.58,1,4,29,0.953,0.96,1,हाथ का ताना-बाना,9015.8,16198.47
SIH-CRAFT-0753,Gorakhpur Terracotta,Terracotta,381.05,10.9,2.05,1,1,8,0.762,0.816,1,टेराकोटा सुराही,1994.8,3679.9
SIH-CRAFT-0754,Kutch Bandhani & Ajrakh,Bandhani,907.35,16.6,0.65,1,4,6,0.973,0.984,1,प्राकृतिक नील रंग,3708.8,6704.3
SIH-CRAFT-0755,Kolhapuri Chappal & Leather,Leather Craft,240.63,2.2,0.96,0,2,5,0.36,0.368,0,कोल्हापुरी हाथ की चप्पल,121.44,529.39
SIH-CRAFT-0756,Moradabad Brassware,Brass Craft,532.99,1.6,3.32,0,1,4,0.319,0.266,0,ब्रास पूजा थाली,87.36,1172.58
SIH-CRAFT-0757,Saharanpur Wood Carving,Wood Carving,472.63,2.4,1.53,0,2,0,0.113,0.167,0,लकड़ी का झरोखा,136.08,1039.79
SIH-CRAFT-0758,Mithila Madhubani Painting,Madhubani,547.43,14.0,0.46,1,4,36,0.762,0.884,1,मिथिला पेंटिंग,3662.0,6155.23
SIH-CRAFT-0759,Gorakhpur Terracotta,Terracotta,124.79,0.9,3.0,0,2,5,0.248,0.227,0,माटी का घड़ा,49.68,274.54
SIH-CRAFT-0760,Saharanpur Wood Carving,Wood Carving,907.5,9.0,3.6,1,2,31,0.748,0.914,1,हाथ से तराशा बॉक्स,2166.0,4621.73
SIH-CRAFT-0761,Saharanpur Wood Carving,Wood Carving,482.16,4.5,2.89,0,1,2,0.205,0.283,0,लकड़ी का झरोखा,238.95,1060.75
SIH-CRAFT-0762,Zari Zardozi Embroidery,Zari Embroidery,1200.07,23.0,0.47,0,4,36,0.842,0.939,1,सच्ची जरी कढ़ाई,5439.0,8962.74
SIH-CRAFT-0763,Bastar Dhokra Bell Metal,Dhokra Art,1282.8,28.2,1.02,1,3,30,0.943,0.838,1,मोम की ढलाई कला,6823.2,11415.6
SIH-CRAFT-0764,Jaipur Blue Pottery,Blue Pottery,639.44,14.2,1.74,1,5,19,0.843,0.885,1,क्वार्ट्ज प्लेट,3764.0,6417.14
SIH-CRAFT-0765,Bastar Dhokra Bell Metal,Dhokra Art,958.61,13.6,2.17,1,4,32,0.693,0.904,1,बेल मेटल बैल,3716.8,6784.3
SIH-CRAFT-0766,Jaipur Blue Pottery,Blue Pottery,600.49,6.5,0.95,1,4,10,0.849,0.818,1,नीली मिट्टी का फूलदान,1664.5,3530.24
SIH-CRAFT-0767,Saharanpur Wood Carving,Wood Carving,440.28,9.7,2.17,1,4,22,0.747,0.708,1,शीशम की लकड़ी की जाली,2396.1,4301.61
SIH-CRAFT-0768,Mithila Madhubani Painting,Madhubani,481.97,34.2,0.31,1,4,16,0.71,0.915,1,मिथिला पेंटिंग,7866.6,11743.07
SIH-CRAFT-0769,Jaipur Blue Pottery,Blue Pottery,387.16,6.6,1.66,1,4,39,0.799,0.798,1,क्वार्ट्ज प्लेट,2122.8,3860.95
SIH-CRAFT-0770,Bastar Dhokra Bell Metal,Dhokra Art,1417.05,12.9,1.17,1,5,32,0.901,0.893,1,ढोकरा आदिवासी मूर्ति,3705.0,7387.27
SIH-CRAFT-0771,Saharanpur Wood Carving,Wood Carving,1024.77,21.0,2.23,1,5,24,0.829,0.978,1,हाथ से तराशा बॉक्स,5085.0,8720.69
SIH-CRAFT-0772,Moradabad Brassware,Brass Craft,1639.14,22.1,4.07,1,4,38,0.863,0.887,1,पीतल का नक्काशीदार दीया,5387.8,9958.87
SIH-CRAFT-0773,Varanasi Silk Handloom,Handloom Silk,858.49,7.4,1.17,0,1,3,0.276,0.057,0,शुद्ध रेशमी साड़ी,470.64,1888.68
SIH-CRAFT-0774,Gorakhpur Terracotta,Terracotta,211.74,12.1,3.02,1,4,8,0.916,0.876,1,धूपदानी,2636.8,4318.03
SIH-CRAFT-0775,Zari Zardozi Embroidery,Zari Embroidery,1355.07,10.6,0.61,0,5,4,0.934,0.792,1,सच्ची जरी कढ़ाई,2445.0,5130.09
SIH-CRAFT-0776,Jaipur Blue Pottery,Blue Pottery,404.63,8.4,0.92,1,4,8,0.701,0.976,1,हस्तशिल्प जार,2077.2,3822.97
SIH-CRAFT-0777,Mithila Madhubani Painting,Madhubani,778.62,13.1,0.6,1,4,27,0.683,0.741,1,प्राकृतिक रंग चित्र,3326.3,6014.14
SIH-CRAFT-0778,Moradabad Brassware,Brass Craft,1593.29,10.4,2.41,1,3,34,0.818,0.846,1,पीतल का नक्काशीदार दीया,2652.4,6204.18
SIH-CRAFT-0779,Moradabad Brassware,Brass Craft,1157.79,16.1,3.68,1,5,17,0.952,0.705,1,हाथ की ढलाई,3958.0,7378.82
SIH-CRAFT-0780,Zari Zardozi Embroidery,Zari Embroidery,708.63,23.9,0.85,0,4,39,0.784,0.724,1,मखमली सूट पीस,5675.7,8618.85
SIH-CRAFT-0781,Kolhapuri Chappal & Leather,Leather Craft,930.75,9.1,1.19,1,2,37,0.964,0.979,1,हाथ की सिलाई,2229.4,4738.7
SIH-CRAFT-0782,Bastar Dhokra Bell Metal,Dhokra Art,1393.91,31.1,2.48,1,5,13,0.65,0.971,1,मोम की ढलाई कला,7970.0,13113.78
SIH-CRAFT-0783,Moradabad Brassware,Brass Craft,1607.39,15.6,3.08,1,3,40,0.927,0.782,1,पीतल का नक्काशीदार दीया,3813.6,7790.84
SIH-CRAFT-0784,Kolhapuri Chappal & Leather,Leather Craft,530.38,9.3,0.5,1,2,38,0.98,0.955,1,कोल्हापुरी हाथ की चप्पल,2281.2,4268.13
SIH-CRAFT-0785,Zari Zardozi Embroidery,Zari Embroidery,1292.16,32.1,0.96,0,4,31,0.74,0.892,1,सच्ची जरी कढ़ाई,7302.3,11602.52
SIH-CRAFT-0786,Saharanpur Wood Carving,Wood Carving,1358.99,13.9,4.18,1,3,3,0.851,0.701,1,शीशम की लकड़ी की जाली,2838.9,6139.65
SIH-CRAFT-0787,Mithila Madhubani Painting,Madhubani,742.4,27.7,0.63,1,5,8,0.91,0.888,1,मिथिला पेंटिंग,6629.5,10424.56
SIH-CRAFT-0788,Kolhapuri Chappal & Leather,Leather Craft,849.25,12.4,0.94,1,3,27,0.923,0.804,1,कोल्हापुरी हाथ की चप्पल,2835.4,5446.78
SIH-CRAFT-0789,Gorakhpur Terracotta,Terracotta,261.14,5.1,0.53,1,1,20,0.875,0.906,1,टेराकोटा सुराही,1177.2,2414.26
SIH-CRAFT-0790,Jaipur Blue Pottery,Blue Pottery,693.88,17.3,1.09,1,5,26,0.662,0.843,1,हस्तशिल्प जार,4628.5,7657.71
SIH-CRAFT-0791,Zari Zardozi Embroidery,Zari Embroidery,655.89,30.5,0.58,0,4,39,0.815,0.749,1,जरदोज़ी का काम,7081.5,10445.48
SIH-CRAFT-0792,Zari Zardozi Embroidery,Zari Embroidery,1083.12,14.4,0.71,0,2,11,0.736,0.865,1,जरदोज़ी का काम,2886.6,5359.12
SIH-CRAFT-0793,Kolhapuri Chappal & Leather,Leather Craft,514.6,14.3,0.42,1,3,38,0.941,0.701,1,प्राकृतिक चमड़ा,3372.8,5720.49
SIH-CRAFT-0794,Gorakhpur Terracotta,Terracotta,98.76,1.8,1.72,0,1,5,0.281,0.223,0,माटी का घड़ा,92.88,217.27
SIH-CRAFT-0795,Varanasi Silk Handloom,Handloom Silk,3012.3,39.4,0.65,1,4,15,0.76,0.955,1,बनारसी कतान सिल्क,9996.2,18033.97
SIH-CRAFT-0796,Varanasi Silk Handloom,Handloom Silk,749.91,2.9,0.6,0,1,2,0.209,0.269,0,बनारसी कतान सिल्क,184.44,1649.8
SIH-CRAFT-0797,Gorakhpur Terracotta,Terracotta,392.42,9.5,2.38,1,3,19,0.732,0.837,1,हाथ से बनी मटकी,2147.0,3900.72
SIH-CRAFT-0798,Gorakhpur Terracotta,Terracotta,305.9,5.6,0.72,1,4,9,0.856,0.868,1,माटी का घड़ा,1299.8,2640.19
SIH-CRAFT-0799,Gorakhpur Terracotta,Terracotta,105.29,1.9,2.58,0,1,0,0.422,0.205,0,हाथ से बनी मटकी,98.04,231.64
SIH-CRAFT-0800,Zari Zardozi Embroidery,Zari Embroidery,519.08,26.9,0.69,0,4,27,0.783,0.879,1,सच्ची जरी कढ़ाई,6134.7,8982.6
SIH-CRAFT-0801,Varanasi Silk Handloom,Handloom Silk,1084.48,6.5,0.76,0,2,3,0.408,0.267,0,हाथ का ताना-बाना,436.8,2385.86
SIH-CRAFT-0802,Gorakhpur Terracotta,Terracotta,248.46,5.1,0.81,1,1,40,0.911,0.756,1,टेराकोटा सुराही,1477.2,2802.14
SIH-CRAFT-0803,Kolhapuri Chappal & Leather,Leather Craft,602.6,13.0,0.76,1,2,11,0.913,0.718,1,प्राकृतिक चमड़ा,2557.0,4737.96
SIH-CRAFT-0804,Zari Zardozi Embroidery,Zari Embroidery,1457.73,28.9,0.52,0,3,12,0.805,0.875,1,सच्ची जरी कढ़ाई,5988.9,10052.95
SIH-CRAFT-0805,Saharanpur Wood Carving,Wood Carving,367.07,3.3,1.34,0,1,4,0.387,0.246,0,शीशम की लकड़ी की जाली,175.23,807.55
